0.801486	19.521633	-8.043902	
0.969069	19.321165	-9.580956	
1.025008	18.734177	-9.714847	
1.080692	20.788498	-8.569700	
0.948642	19.321783	-8.425473	
1.027506	21.430603	-8.113999	
1.079111	20.680054	-9.554350	
13.309429	20.268091	-9.720706	
0.793391	20.981934	-8.083832	
1.071242	19.550339	-9.374994	
0.943085	18.783701	-8.363545	
0.872076	19.482691	-8.062204	
1.187214	18.768950	-8.011270	
1.054006	20.271551	-8.026917	
0.960705	19.069139	-9.404597	
0.888497	18.217060	-9.744200	
0.706001	19.063564	-8.012869	
0.963021	19.620491	-8.703831	
1.166286	19.003315	-9.147581	
1.091599	19.670811	-8.391242	
1.091547	20.400591	-8.062543	
12.137666	25.847742	-11.331379	
0.874846	20.167976	-8.035097	
1.087296	20.838825	-8.021623	
1.098783	20.269915	-8.029142	
1.025553	20.046467	-9.331369	
1.060126	18.673296	-7.902841	
0.902916	19.849552	-8.502800	
0.942080	19.765919	-9.034618	
0.958328	21.730717	-7.906731	
1.065100	20.489113	-8.136828	
14.556192	24.838045	-10.298572	
1.131807	19.898624	-7.898301	
0.869252	19.836897	-9.096395	
0.978923	18.994932	-9.042902	
1.104537	19.554541	-8.789767	
1.124671	18.867958	-8.464795	
1.019018	20.437517	-8.362300	
0.856180	21.085529	-8.023790	
0.743927	19.223953	-9.279725	
0.893646	19.530876	-8.407953	
0.950303	19.394144	-8.340023	
1.047833	22.003513	-7.896561	
1.009116	21.014284	-8.105639	
1.136468	18.702173	-8.183977	
0.939083	20.206303	-7.935217	
0.977964	19.975931	-7.944595	
1.145228	20.075048	-8.094126	
1.096864	21.461805	-9.491878	
0.841687	20.100861	-8.290793	
0.986846	19.537369	-8.041816	
15.808215	15.852956	-7.501679	
0.946865	19.611914	-8.144346	
0.910040	20.974228	-8.122393	
1.222156	20.261158	-9.289950	
0.804597	20.071259	-8.078393	
0.987964	19.362610	-7.896202	
1.065593	19.829651	-8.093719	
0.726640	21.444693	-9.615993	
0.999384	20.108887	-8.705268	
0.979928	20.736540	-7.910866	
0.895616	19.518995	-8.490844	
0.859373	20.397060	-8.563567	
1.048716	20.940067	-9.054720	
0.868353	19.129848	-7.953359	
0.847927	19.207424	-8.608764	
0.968368	19.923695	-8.099341	
11.946847	20.619211	-8.951195	
1.133609	19.475891	-9.384879	
1.128592	21.505804	-7.900876	
0.916525	20.518826	-8.733482	
0.980200	20.444828	-9.530285	
1.046776	20.569637	-7.960424	
0.991378	20.098076	-9.132097	
0.792414	20.318544	-7.965768	
0.959254	19.563381	-9.359161	
1.030513	20.938251	-9.646207	
1.248315	19.081026	-9.584493	
1.116243	19.147474	-8.787769	
0.892965	21.596624	-8.173311	
11.238131	20.919104	-9.143787	
1.096943	19.523012	-8.473469	
14.165377	19.802340	-7.954290	
0.869086	21.679651	-8.922812	
1.006332	19.423187	-8.059882	
0.838026	21.754953	-9.077266	
0.938546	19.422312	-7.918288	
0.946744	19.898516	-8.448754	
1.021869	19.393421	-9.321113	
20.393297	19.094330	-7.782410	
0.988366	22.023977	-8.088888	
1.108884	19.448219	-8.043201	
0.963960	19.494808	-9.353628	
1.008871	22.479532	-9.399623	
1.006543	19.181999	-7.962372	
1.048840	20.376640	-9.344768	
1.163619	18.893595	-7.895548	
1.078927	20.043348	-9.712329	
0.955444	20.310402	-9.415720	
0.910119	21.529024	-9.491740	
0.980893	19.853943	-9.571018	
0.954905	21.589973	-7.900957	
1.077748	18.757277	-7.900837	
0.915003	20.346027	-9.415337	
0.835256	18.683405	-8.207120	
0.934862	21.287348	-9.076213	
1.022949	19.031572	-7.912141	
1.044130	19.197895	-8.112269	
0.992799	19.080727	-9.286545	
1.001074	21.792048	-8.039330	
13.700282	20.284647	-9.337597	
14.883392	18.660250	-7.899441	
0.931206	19.503904	-9.016454	
1.058900	19.446468	-7.923487	
10.700616	22.870510	-10.691122	
1.113250	19.679367	-8.112500	
1.137005	20.477978	-8.513950	
0.840306	20.273537	-9.400978	
1.026609	19.637884	-8.159634	
1.013379	21.577271	-8.333292	
0.899478	20.903812	-7.895607	
15.844604	20.096695	-9.041074	
7.218851	26.932461	-11.781399	
1.024243	20.083191	-7.895538	
0.994713	19.894800	-8.719070	
1.139476	21.523445	-8.099906	
0.929461	19.416054	-8.223569	
0.981438	22.010708	-9.413350	
1.014758	20.625837	-8.117128	
1.005404	19.664066	-8.446025	
0.819167	20.369541	-8.113101	
1.050595	17.689989	-9.433082	
0.930258	17.092354	-9.399830	
0.928238	19.126291	-8.185649	
0.872591	21.185257	-7.906123	
0.925569	20.576571	-7.937754	
0.977494	21.037966	-9.742868	
1.143048	21.092707	-8.519814	
10.944981	26.242937	-9.909616	
0.925768	19.687630	-8.087841	
0.957081	19.446737	-9.318295	
1.111207	19.900230	-7.921737	
1.230839	17.766535	-9.403233	
10.684348	19.778357	-7.028859	
1.149157	18.474762	-9.294282	
0.930622	19.437786	-9.408031	
0.997851	20.248209	-9.416420	
1.065444	18.995375	-8.533059	
1.031035	19.338511	-9.383665	
0.944863	19.380707	-8.075559	
1.021525	18.654375	-7.981371	
13.790568	16.027618	-6.565000	
0.848383	20.797201	-9.093082	
1.009485	21.010979	-7.938471	
1.050949	20.765053	-7.906788	
1.042206	21.432264	-8.122165	
1.037652	19.134415	-8.106525	
1.172551	21.263819	-8.127641	
10.762665	24.382057	-11.298205	
0.859346	20.142685	-8.563510	
0.930397	21.940544	-8.893459	
1.008347	20.843391	-8.358073	
1.080608	19.599289	-9.361299	
1.089522	20.869942	-8.674021	
1.018052	18.608225	-8.915466	
1.203393	19.412304	-8.116393	
1.020765	18.793472	-8.240344	
1.045026	21.201303	-9.146821	
0.932919	21.479738	-8.039994	
0.823273	19.467533	-8.123199	
0.963667	18.900921	-8.047353	
0.938372	21.059271	-7.904836	
1.076113	19.004261	-8.108063	
0.957514	18.853298	-9.416378	
0.982188	20.899815	-8.138088	
17.378208	16.935314	-7.212384	
1.065900	18.947130	-8.235168	
0.803807	20.480183	-8.540239	
18.425602	16.517689	-7.318073	
0.966819	20.204134	-8.325166	
0.985695	21.092894	-8.642675	
1.029846	19.187122	-8.042809	
0.941140	21.355099	-9.478130	
0.892094	21.232819	-8.258904	
1.076453	19.668882	-8.021851	
1.226007	20.513330	-9.371872	
8.996410	24.388720	-11.238865	
0.956638	18.739286	-7.936016	
0.993386	21.795435	-8.644038	
0.970046	20.762930	-7.961630	
0.899973	20.462425	-8.310750	
0.868821	19.109596	-7.904684	
0.868836	19.227331	-7.974921	
0.932808	20.367270	-9.735694	
0.965868	22.929768	-9.412076	
1.029590	21.134935	-7.911926	
0.908619	17.967001	-8.266911	
7.707773	22.409225	-11.034154	
0.746630	18.865829	-8.075141	
0.946209	19.812172	-8.239877	
1.041185	20.347736	-7.921193	
0.997538	20.484512	-7.922399	
1.020820	19.358013	-8.118302	
1.107134	20.446218	-7.923004	
0.940875	21.608377	-8.362576	
0.944162	21.506317	-8.061867	
0.877633	19.997034	-8.141081	
0.904644	19.482294	-8.047455	
9.400640	23.795893	-11.033167	
0.815887	21.002428	-8.390636	
1.116314	21.879566	-7.955021	
1.144820	19.737185	-9.372430	
1.051177	20.451885	-7.900155	
1.030372	19.704414	-9.367801	
0.986839	21.321835	-9.373407	
1.149426	18.304077	-8.560621	
1.057506	17.786634	-8.187996	
0.978636	19.409628	-8.672920	
1.189321	17.550564	-8.225382	
1.043476	19.832283	-8.306258	
0.844219	19.299685	-7.913551	
0.918295	19.405499	-9.478721	
0.861967	20.461493	-7.968426	
0.867482	21.784328	-8.531979	
0.945051	19.375450	-8.127761	
1.005670	20.339952	-8.046198	
1.057533	18.570787	-8.356373	
0.868257	19.329079	-8.643690	
1.020334	19.069904	-8.785887	
1.024050	19.269926	-8.140841	
0.967418	21.282450	-7.989275	
0.960110	18.366108	-8.075341	
14.115182	21.463947	-8.412626	
1.096220	20.125484	-9.108376	
1.004124	19.480955	-7.934437	
0.955470	19.504431	-8.014712	
1.033058	20.917923	-8.209014	
0.979292	20.739141	-8.813349	
0.951642	19.754206	-7.926528	
0.930729	19.035892	-7.994200	
9.771995	22.144016	-8.996857	
0.962175	22.077816	-9.410028	
1.162339	19.100733	-7.964433	
1.033934	20.343819	-7.896553	
1.160778	20.190460	-7.975856	
0.828177	21.293863	-9.219557	
0.978089	20.869360	-8.095746	
1.070501	18.937202	-9.485083	
1.239287	19.220432	-9.186705	
0.922603	19.625633	-7.965446	
0.863227	21.386486	-8.048450	
0.998688	19.957588	-8.274648	
0.837736	19.077555	-9.276244	
1.015862	20.711643	-8.184094	
0.970472	21.160439	-7.906221	
1.066157	19.523268	-7.895658	
1.163785	18.486404	-8.054228	
1.109626	18.356071	-9.241795	
1.071073	21.185112	-8.294107	
1.219064	19.470911	-9.400493	
0.962804	21.790962	-9.598696	
1.045580	20.468369	-8.556986	
1.015443	20.376720	-8.926153	
0.984831	19.948902	-8.098610	
0.837090	20.046907	-8.415128	
1.016471	19.882147	-9.232995	
1.135387	19.916433	-8.230261	
0.920382	20.762239	-8.642551	
0.869641	19.655861	-9.219018	
15.951658	16.092052	-7.796148	
0.931335	21.704540	-8.013348	
1.054835	18.722841	-8.439101	
1.001040	21.546383	-8.253950	
0.991851	22.060785	-8.945955	
22.085693	18.413454	-6.132261	
1.103341	18.543064	-7.897722	
1.129619	19.187010	-8.096942	
0.966655	19.085592	-9.412918	
0.954875	19.761103	-9.121469	
1.026609	19.358891	-8.591122	
0.861980	20.185478	-8.056928	
0.970283	19.871990	-7.938343	
0.880443	21.414757	-7.947802	
1.042174	18.948837	-9.050617	
1.163434	19.180452	-9.269962	
17.362638	15.862516	-6.904580	
0.981690	21.922806	-8.593859	
0.996824	16.793030	-8.179500	
0.957630	21.437986	-8.063610	
1.007517	21.781612	-8.602056	
0.823907	19.794706	-9.411430	
1.072846	20.595467	-7.898101	
0.834660	20.592745	-9.120553	
0.949054	20.057362	-7.934637	
0.965784	18.960688	-8.552526	
1.044343	20.871571	-8.081015	
1.055958	20.266846	-7.896567	
11.795418	17.118217	-7.735886	
0.997077	19.936255	-7.953029	
0.987820	19.936886	-7.905154	
1.068761	20.076838	-8.129518	
0.983767	20.187916	-8.049113	
0.955524	21.198645	-8.456594	
1.070925	19.968039	-7.988029	
0.966012	19.883961	-9.333454	
7.235896	26.422543	-11.449935	
1.116906	18.818802	-8.147135	
1.130290	19.967936	-9.332232	
1.097099	19.930754	-9.079243	
0.940853	19.781275	-8.753058	
0.922832	20.463182	-9.123698	
1.102817	20.372805	-9.284645	
1.046345	19.183634	-9.404247	
